EPOCH:   1, Train Acc: 0.238, Valid Acc: 0.334, Time:  0.140
EPOCH:   2, Train Acc: 0.343, Valid Acc: 0.363, Time:  0.279
EPOCH:   3, Train Acc: 0.384, Valid Acc: 0.396, Time:  0.420
EPOCH:   4, Train Acc: 0.412, Valid Acc: 0.419, Time:  0.559
EPOCH:   5, Train Acc: 0.433, Valid Acc: 0.443, Time:  0.701
EPOCH:   6, Train Acc: 0.454, Valid Acc: 0.459, Time:  0.840
EPOCH:   7, Train Acc: 0.468, Valid Acc: 0.470, Time:  0.982
EPOCH:   8, Train Acc: 0.477, Valid Acc: 0.476, Time:  1.121
EPOCH:   9, Train Acc: 0.484, Valid Acc: 0.482, Time:  1.264
EPOCH:  10, Train Acc: 0.490, Valid Acc: 0.490, Time:  1.403
EPOCH:  11, Train Acc: 0.498, Valid Acc: 0.497, Time:  1.544
EPOCH:  12, Train Acc: 0.507, Valid Acc: 0.505, Time:  1.683
EPOCH:  13, Train Acc: 0.516, Valid Acc: 0.516, Time:  1.824
EPOCH:  14, Train Acc: 0.527, Valid Acc: 0.524, Time:  1.963
EPOCH:  15, Train Acc: 0.536, Valid Acc: 0.533, Time:  2.104
EPOCH:  16, Train Acc: 0.544, Valid Acc: 0.541, Time:  2.243
EPOCH:  17, Train Acc: 0.552, Valid Acc: 0.549, Time:  2.383
EPOCH:  18, Train Acc: 0.559, Valid Acc: 0.557, Time:  2.523
EPOCH:  19, Train Acc: 0.567, Valid Acc: 0.563, Time:  2.664
EPOCH:  20, Train Acc: 0.574, Valid Acc: 0.569, Time:  2.803
EPOCH:  21, Train Acc: 0.580, Valid Acc: 0.575, Time:  2.943
EPOCH:  22, Train Acc: 0.586, Valid Acc: 0.583, Time:  3.083
EPOCH:  23, Train Acc: 0.591, Valid Acc: 0.587, Time:  3.223
EPOCH:  24, Train Acc: 0.596, Valid Acc: 0.590, Time:  3.363
EPOCH:  25, Train Acc: 0.599, Valid Acc: 0.594, Time:  3.503
EPOCH:  26, Train Acc: 0.603, Valid Acc: 0.598, Time:  3.643
EPOCH:  27, Train Acc: 0.606, Valid Acc: 0.601, Time:  3.784
EPOCH:  28, Train Acc: 0.610, Valid Acc: 0.604, Time:  3.923
EPOCH:  29, Train Acc: 0.613, Valid Acc: 0.608, Time:  4.063
EPOCH:  30, Train Acc: 0.616, Valid Acc: 0.612, Time:  4.203
EPOCH:  31, Train Acc: 0.619, Valid Acc: 0.616, Time:  4.344
EPOCH:  32, Train Acc: 0.623, Valid Acc: 0.618, Time:  4.483
EPOCH:  33, Train Acc: 0.626, Valid Acc: 0.621, Time:  4.624
EPOCH:  34, Train Acc: 0.630, Valid Acc: 0.624, Time:  4.764
EPOCH:  35, Train Acc: 0.632, Valid Acc: 0.626, Time:  4.907
EPOCH:  36, Train Acc: 0.635, Valid Acc: 0.629, Time:  5.046
EPOCH:  37, Train Acc: 0.638, Valid Acc: 0.633, Time:  5.188
EPOCH:  38, Train Acc: 0.640, Valid Acc: 0.637, Time:  5.327
EPOCH:  39, Train Acc: 0.643, Valid Acc: 0.639, Time:  5.468
EPOCH:  40, Train Acc: 0.646, Valid Acc: 0.640, Time:  5.607
EPOCH:  41, Train Acc: 0.647, Valid Acc: 0.643, Time:  5.749
EPOCH:  42, Train Acc: 0.649, Valid Acc: 0.645, Time:  5.888
EPOCH:  43, Train Acc: 0.651, Valid Acc: 0.648, Time:  6.030
