EPOCH:   1, Train Acc: 0.238, Valid Acc: 0.334, Time:  0.141
EPOCH:   2, Train Acc: 0.343, Valid Acc: 0.363, Time:  0.284
EPOCH:   3, Train Acc: 0.384, Valid Acc: 0.396, Time:  0.428
EPOCH:   4, Train Acc: 0.412, Valid Acc: 0.419, Time:  0.570
EPOCH:   5, Train Acc: 0.433, Valid Acc: 0.443, Time:  0.714
EPOCH:   6, Train Acc: 0.454, Valid Acc: 0.459, Time:  0.857
EPOCH:   7, Train Acc: 0.468, Valid Acc: 0.470, Time:  1.003
EPOCH:   8, Train Acc: 0.477, Valid Acc: 0.476, Time:  1.146
EPOCH:   9, Train Acc: 0.484, Valid Acc: 0.482, Time:  1.289
EPOCH:  10, Train Acc: 0.490, Valid Acc: 0.490, Time:  1.434
EPOCH:  11, Train Acc: 0.498, Valid Acc: 0.497, Time:  1.578
EPOCH:  12, Train Acc: 0.507, Valid Acc: 0.505, Time:  1.721
EPOCH:  13, Train Acc: 0.516, Valid Acc: 0.516, Time:  1.864
EPOCH:  14, Train Acc: 0.527, Valid Acc: 0.524, Time:  2.004
EPOCH:  15, Train Acc: 0.536, Valid Acc: 0.533, Time:  2.148
EPOCH:  16, Train Acc: 0.544, Valid Acc: 0.541, Time:  2.291
EPOCH:  17, Train Acc: 0.552, Valid Acc: 0.549, Time:  2.435
EPOCH:  18, Train Acc: 0.559, Valid Acc: 0.557, Time:  2.577
EPOCH:  19, Train Acc: 0.567, Valid Acc: 0.563, Time:  2.720
EPOCH:  20, Train Acc: 0.574, Valid Acc: 0.569, Time:  2.862
EPOCH:  21, Train Acc: 0.580, Valid Acc: 0.575, Time:  3.006
EPOCH:  22, Train Acc: 0.586, Valid Acc: 0.583, Time:  3.149
EPOCH:  23, Train Acc: 0.591, Valid Acc: 0.587, Time:  3.294
EPOCH:  24, Train Acc: 0.596, Valid Acc: 0.590, Time:  3.436
EPOCH:  25, Train Acc: 0.599, Valid Acc: 0.594, Time:  3.581
EPOCH:  26, Train Acc: 0.603, Valid Acc: 0.598, Time:  3.724
EPOCH:  27, Train Acc: 0.606, Valid Acc: 0.601, Time:  3.869
EPOCH:  28, Train Acc: 0.610, Valid Acc: 0.604, Time:  4.013
EPOCH:  29, Train Acc: 0.613, Valid Acc: 0.608, Time:  4.157
EPOCH:  30, Train Acc: 0.616, Valid Acc: 0.612, Time:  4.301
EPOCH:  31, Train Acc: 0.619, Valid Acc: 0.616, Time:  4.446
EPOCH:  32, Train Acc: 0.623, Valid Acc: 0.618, Time:  4.591
EPOCH:  33, Train Acc: 0.626, Valid Acc: 0.621, Time:  4.736
EPOCH:  34, Train Acc: 0.630, Valid Acc: 0.624, Time:  4.879
EPOCH:  35, Train Acc: 0.632, Valid Acc: 0.626, Time:  5.026
EPOCH:  36, Train Acc: 0.635, Valid Acc: 0.629, Time:  5.169
EPOCH:  37, Train Acc: 0.638, Valid Acc: 0.633, Time:  5.314
EPOCH:  38, Train Acc: 0.640, Valid Acc: 0.637, Time:  5.457
EPOCH:  39, Train Acc: 0.643, Valid Acc: 0.639, Time:  5.602
EPOCH:  40, Train Acc: 0.646, Valid Acc: 0.640, Time:  5.747
