EPOCH:   1, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.085
EPOCH:   2, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.170
EPOCH:   3, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.254
EPOCH:   4, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.341
EPOCH:   5, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.425
EPOCH:   6, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.509
EPOCH:   7, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.596
EPOCH:   8, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.679
EPOCH:   9, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.762
EPOCH:  10, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.849
EPOCH:  11, Train Acc: 0.000, Valid Acc: 0.000, Time:  0.934
EPOCH:  12, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.018
EPOCH:  13, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.103
EPOCH:  14, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.188
EPOCH:  15, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.272
EPOCH:  16, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.356
EPOCH:  17, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.440
EPOCH:  18, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.523
EPOCH:  19, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.608
EPOCH:  20, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.693
EPOCH:  21, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.776
EPOCH:  22, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.862
EPOCH:  23, Train Acc: 0.000, Valid Acc: 0.000, Time:  1.946
EPOCH:  24, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.029
EPOCH:  25, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.115
EPOCH:  26, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.201
EPOCH:  27, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.284
EPOCH:  28, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.367
EPOCH:  29, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.452
EPOCH:  30, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.536
EPOCH:  31, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.619
EPOCH:  32, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.705
EPOCH:  33, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.789
EPOCH:  34, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.873
EPOCH:  35, Train Acc: 0.000, Valid Acc: 0.000, Time:  2.959
EPOCH:  36, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.042
EPOCH:  37, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.125
EPOCH:  38, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.210
EPOCH:  39, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.295
EPOCH:  40, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.378
EPOCH:  41, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.464
EPOCH:  42, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.548
EPOCH:  43, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.632
EPOCH:  44, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.717
EPOCH:  45, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.801
EPOCH:  46, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.883
EPOCH:  47, Train Acc: 0.000, Valid Acc: 0.000, Time:  3.969
EPOCH:  48, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.053
EPOCH:  49, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.136
EPOCH:  50, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.222
EPOCH:  51, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.306
EPOCH:  52, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.389
EPOCH:  53, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.475
EPOCH:  54, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.559
EPOCH:  55, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.642
EPOCH:  56, Train Acc: 0.000, Valid Acc: 0.000, Time:  4.728
